,video_name,question,answer
8035,hZD-CjWt0Rg,какого пола человек на видео,мужской
18849,SaBcTNvRA6g,как сложно ухаживать за кожей в видео,простой
3227,q6bl7g5JGng,какого цвета штаны у человека в зеленой одежде,черный
17350,MGF7I9aCPPM,что случилось с человеком в красном после первого велосипеда,сидеть и сидеть
7795,hyW_cjYi8P4,какого пола человек в черной одежде,мужской
4640,uBkJa679ffE,что стоит за человеком в черном пальто,стена
8497,DOfpOkDHe_8,какой стиль штанов носит человек в зеленом,короткий
2914,rYXmAD8u7N8,какого цвета волосы у женщины в белой одежде,черный
812,bJx4unQR6nU,что делает человек на видео,запись
2370,-9B2XtqICFw,что они делают на видео,волан
8593,lgwDuuJy2zY,что на правой стороне этого человека,камень
3073,aA6Bchzww4Y,какого цвета пальто у человека на видео,черный
10199,IJV7CwRhFvw,каким мячом играет человек с повязкой на голове,давить
3163,TVeIcQOvMZI,какого цвета волосы у человека в белой одежде,серый
17160,8l7SuE4_lCk,"что случилось с человеком на видео после того, как он почистил зубы",дисплей с открытым ртом
12788,7lwrP2ma2TU,что носит старик в начале видео на правой руке,перчатка
14968,aMQVH3dF0QM,"какого цвета лошадь у человека, снявшего видео",коричневый
14160,pbZVsdQNWNU,как называется шест в руках человека который появляется на видео,ледовый клуб
8860,f-4PjtdFbP4,какую обувь носит девочка,дождь
3344,K9cQxJ37xzA,какого цвета штаны у человека в фиолетовом пальто,черный
10767,K-r_Tj7uFGw,где выкройка выкройки женщины сидящей на стуле,ступня
17258,Ww2_b9f6Kh0,что случилось с человеком в трусах перед погружением,стойка на руках
2696,SgkdciuEuKs,какого цвета волосы у человека в синем пальто,желтый
2683,owLQzBg4olo,какого цвета волосы у человека в зеленом пальто,желтый
1075,0zXTrkgUj0U,что делает человек в зеленой одежде,чистый
2108,UpnFBPGFgnw,что делает человек в рубашке,замена шин
10608,lGRZ3F7tW2c,где игрок 21 тренируется играть с мячом в желтой одежде,баскетбольная площадка
16325,ocvKEzb7OaE,"что произошло после того, как человек в черном собрал кубик",пожать руку
8094,l7EktV5FYGk,какого пола человек в синем,мужской
1100,XbSQ_7vh7yc,что делает человек в фиолетовой одежде,мытье посуды
8750,vWz90CichbM,какие штаны носит человек в сером,брюки
11211,04LdesS7Pxk,почему человек в черном носит крем для бритья,предотвратить соскабливание
430,8Kj5Whf2JyA,что делает человек на видео,играть в вышибалы
17742,W2Wjbhsuacw,это дорожный цемент или гудрон,цемент
10416,3zjhYw-TVQw,в какой обуви люди на видео,кожаные ботинки
9461,pQof_-tUNtY,на какой руке у человека на видео часы,левая рука
4746,beejEQ04nkY,"что стоит за человеком, который появляется в начале видео",экран
5412,twQbAuWVxlU,что под ногами у человека в красном,земля
17611,GSXP6BYeS-o,"что случилось с человеком на видео перед тем, как подстричь когти кошке",обернуть кошку полотенцем
9027,y7R4iEhqx9A,когда было снято видео,день
14936,THtDZ6g9csA,какого цвета базовый лак для ногтей,фиолетовый
1571,W01QffZYsxQ,что делает мальчик на видео,играть
14699,MjHlAvy2qVY,какого пола человек в бикини,женский пол
4089,y8OQkNk8WpY,что перед человеком в белой одежде,вьющийся
12102,mhHoL-9mY1E,"Что случилось с человеком в сером до того, как он почистил ботинки",взять кисть
13240,LWJzkihZUWA,какого цвета рамка в видео,красный
15873,EpLRCz5dwb0,что происходит с женщиной в красном платье перед броском копья,подбежать
8758,U6KrVIJSeDo,какие штаны носит человек в синей одежде,короткий
6596,icGrJ2XBxa0,во что одет человек на видео,куртка
2424,ubgCjUUmP9I,какой цвет волос у мужчины в красных штанах,черный
17878,kC1DyxcRHBg,что делает парень в розовых перчатках,бак для очистки
2409,uICwWvS_AOo,что делает женщина в красном на видео,играть в карты
17859,ZWHFbIjh0N8,что делает мужчина в синем бикини,соответствовать
11829,otGlbzsPIi0,почему они хотят забрать яйцо в красном пальто,подготовка
4313,RTIzzeNaH2Q,что находится перед стоящим человеком,велосипед
1466,xafFWMX7ZeY,что за зверь на видео,собака
8908,uMCyo89mK_E,какие штаны носит человек в белой одежде,брюки
14839,7c5vvEn3uLk,"какого пола человек, который ехал на видео в начале?",мужской
6154,RYv3eIxMouY,какая прическа у человека в черной одежде,короткий
7484,T3rh5gQVFKA,какого пола человек в белой одежде,мужской
14111,uXX2lSVAXq8,что делают люди с длинными волосами,губа гвоздь
8621,YED3l3gkrk4,что под рукой у человека на видео,бумага
18431,P3oTMGfwOOs,какого цвета ткань на видео,зеленый
17372,4-Xe_9Ywvd8,"Что случилось с девушкой, которая пошла наперекосяк до того, как она пошла наперекосяк",выкрикивать лозунги
16432,zGT6EplIOHY,"что случилось с человеком в синем костюме после того, как он ударил по мячу",биение земли
4910,b0LY869JBrE,какого цвета лак для ногтей,черный
11562,6iSqTbL5WXY,почему мужчина в черной футболке хочет прыгнуть,стрелять
8952,J7GJKAoU0rE,когда было снято видео,день
4826,kpnGg2lOBLM,что делает тренер,прыгать вместе
8440,tZ6Fjq6SJvQ,какая прическа у человека в костюме,короткие волосы
11923,UPZm0tx77Vw,почему мужчина в красном играет с мужчиной в белом жилете,соответствовать
18030,1PpVSeE2BJ8,что делает человек в синем,есть мороженое
3282,6d9z33GFEGo,какого цвета тарелка,белый
17856,m5YvKrjGtPM,что делает человек в черных спортивных штанах,гиревой спорт
13773,9eqfQyr3J7k,что перед девушкой в ​​розовой одежде,лыжный склон
16068,A0R3KFXD_BU,"что произошло до того, как человек в видео получил карты",речь
16029,3ZJQHfrfR2M,"что произошло до того, как старик подмел листья",поднять метлу
7057,I8doQJXPqwo,какого пола человек в джинсах,женский
4579,OMGTFZ9csg0,что стоит за человеком в синем пальто,пастбище
1977,m5T_w1mhWgY,что делает человек в синем фартуке,санки
9523,jQU4NYJzxco,почему человек в черном брызгает водой,грязный
8655,KTNJc_NVOmg,какую одежду носит человек на видео,рубашка
13690,cGqmHplppAU,что перед ребенком в начале видео,море
4541,YYUm4o1aDmY,что на стене,Часы
11149,7XGimCWcafc,почему мужчина за рулем в каске,защитить голову
9457,oezddremlnE,на какой руке у человека в черном кольцо,правая рука
7509,1aNOjjLWjxc,какого пола человек в белой одежде,мужской
4260,1cccnJAK7TI,что перед женщиной в черной одежде,электрический вентилятор
619,5QBRDpzedoI,что делает человек на видео,длинный прыжок
15112,fTGtoTlJyh0,какого цвета полка из стальной трубы,синий
18813,ZW3SKczQzJU,как сложно чистить зубы,обычно
12211,Kq115s7yL3I,"что происходит, когда человек не может вытереть м поролоновой салфеткой",лопата с лопатой
9454,RZqM8Z0ocjE,на какой руке у человека в синем часы,левый
17139,b40ECuGuck8,"что случилось с человеком на видео после того, как он закончил учебу",поклон
395,F_EHrfbYsRE,что делает мужчина в темных очках,бегать
12265,zHXpo62bCaQ,"что происходит, когда человек в белом хула-хуле обручается вокруг талии","плечо, чтобы повернуться"
6302,P3oTMGfwOOs,что слева от человека на видео,дом
6066,DDwBAbeGejE,какого пола человек в фиолетовом,женский
5751,n50dwUENM1E,что перед человеком в рубашке,водный танк
13390,Jifw8dC5yTM,какой танец прыгает человек в синей одежде,хип-хоп
2702,sjpWwjzCbrw,какого цвета волосы у человека в синем пальто,желтый
4995,BfnM0eyjB5Q,какого цвета одежда у человека на видео,черный
17055,N0DA6RpIf5Y,"что случилось с человеком в черном пальто до того, как он подмел листья",поднять грабли
12046,5vk8OuKkttU,почему человек в черном вырезается,удобная укладка
10091,c05oRliUOxk,что делает женщина в желтом жилете на видео,верховая езда
8666,6GGQUpJR5qs,какая прическа у человека на видео,короткие волосы
15365,BJuL-yK-I8g,что такое корм для свиней на видео,овощи
5508,omuYi2Vhgjo,что перед человеком в белом халате,пианино
8508,62h9hnNTKWM,что на полу,подушечки
11361,XkVicWlqTV4,почему мужчина в поле подбрасывает мяч вверх,подготовиться к игре в волейбол
12647,_6TamBiyYWA,что первым надевают на руку,смотреть
11420,gSOUhz7yQ-s,почему мужчина на видео мочит кисти,мокрая кисть
7162,Alv7N6Ynm1Y,какого пола человек в черном костюме,мужской
4747,7gRbYNWSUjk,"что стоит за человеком, который появляется в начале видео",полка
13704,k8C1Jb_xvh0,что перед слоном,воздушный шар
7635,XN7mRI1qGlQ,какого пола человек в розовых штанах,женский
14790,S4GiCywMi38,"какого пола человек, носящий серьги",мужской
10323,ePqfnkzAQjQ,какой цвет кожи у девушки,черная раса
6609,HGK_K2XqhTA,что делает голый человек на видео,пить воду
9559,EmlmKZ6Gi3Y,почему человек на видео в шлеме,защитить голову
1682,sFKOnFMJF2Q,что делает человек в каске,скейтбординг
1617,_akwfjIbsUA,что делает ребенок на видео,горка
4443,tJiYIajy41Q,что находится на левой стороне поля,стоять
10736,tLxv2E7gj5c,где находится тыква на видео,стадион
18290,jwv7eQpeGW4,какого цвета одежду носят негры,черный
12416,cBCi-pOE5NQ,что стоит за саксофонистом,стена
7908,rwUlqI6HWyY,какого пола человек в белой одежде,мужской
4723,9o_SlEkq-L0,что стоит за человеком на видео,пастбище
7866,LbGr5TjfTBY,какого пола человек в белой одежде,мужской
13747,rF1AqlLjECk,какой фронт у 23-го игрока,цель
1085,c8iet_4ndU0,что делает человек в фиолетовой одежде,упражнение
6226,TsPh4-BsCYk,какая прическа у человека в белой одежде,длинный
11688,mnS-nMZne3I,"почему водолазы пинают трамплин перед тем, как войти в воду",прыгай выше
3605,62h9hnNTKWM,что случилось со спортсменами перед игрой,подготовительное действие
18785,MhO48WnApoM,насколько сложен этот способ ловли на видео,труднее
9095,MO8Dfz2Lp3w,где человек в синих шортах играет в футбол,Песчаный пляж
10148,MhO48WnApoM,что под людьми в коричневой одежде,ледяная поверхность
13104,MERZe5qdfWc,какого цвета у златовласого человека шапка,белый
500,aqpeiIMe47Q,что делает человек на видео,сделать салат
6998,QfUTGmlNO1s,какого пола ребенок на видео,женский
11908,1JHqxhajh60,почему хозяин купает собаку,сохранить здоровье
13987,JXucFXh58VE,какая левая сторона у человека в коричневой одежде,лопата
11418,bzJTmN6wAC4,почему человек на видео показывает свои работы,производительность
3128,AG6Rpvxxetg,какого цвета волосы у человека в красной одежде,черный
13095,GRGBMJG1Koc,какого цвета воздушный змей на видео,черный
7023,Sx7YgFLnwfM,каков пол хозяина,женский
18832,SgkdciuEuKs,как сложно натирать воду на видео,простой
8021,0CTnYEE7rdo,какого пола человек в серой одежде,мужской
12191,Ci9WKE6wkOQ,"Что случилось с женщинами с желтыми волосами до того, как они растянулись",стоя на одном колене
14823,uu4_cV49pMI,какого пола человек в желтой манжете,мужской
2821,XDFJFhaG_p0,какого цвета волосы у человека в синей одежде,желтый
9084,Mm6iYEyY9dI,когда было снято видео,день
5911,C2KzNljiTIU,что перед человеком на видео,картина
13003,IQvSj-3BGPo,что носит черная собака,жилет
729,bpfak_VIJ8o,что делает человек на видео,играть в волейбол
14012,kHTcsP6nQdY,что такое левая сторона слайда,гора
18350,Eh0OoXQDLVc,какого цвета спинка - ряд черных девичьих штанов,белый
17287,3zPoB-_JxEc,"что произошло до того, как человек на видео позвонил",найти дым
624,2u1gdf_53C0,что делает человек на видео,Балончик с краской
1479,4bw6ocN0jGU,что делает спортсмен,скейтборд
9847,5TV-V6Cxero,какой формы противопожарный забор,круговой
1855,uMAjCPUZfp0,что делает человек в черной одежде,ограждение
11013,dcclQadR-L0,почему на видео мужчина едет на лошадях,поймать мяч
6676,WEohpavjsIY,какие отношения у людей на видео,партнер по танцам
1823,Ni7Lqloy5Qc,что делает человек в черной одежде,тату
18404,rBsRSdPFOww,какого цвета пуговица у человека в белом,синий
4096,-rKS00dzFxQ,что перед человеком в белой одежде,кухонная скамейка
11856,exzuzQLrv7g,почему они в доспехах на видео,избегать травм
18721,LOINRpWGrlw,как сложно играть в боулинг,простой
15221,4-Xe_9Ywvd8,какого цвета туфли у женщины на поле,белый
5389,5N-PfYLyCpI,какая первая буква последнего предложения появляется в видео,п
13471,2qcdjyT7nDY,насколько сложно исполнение в видео,трудный
914,PjSOjB7qhcA,что делает человек на видео,бросать мяч
1222,i9Yxt2k2aWg,что делает человек в черной одежде на видео,сидеть
13045,CCL8kqQMCRw,что за мальчик в клетчатой ​​рубашке на видео,играть в игру
3622,E4PIKUW4v0k,"что случилось с человеком в черном после того, как он заговорил",курение
17870,ZN9kbYULUtw,что делает парень в серых штанах,тхэквондо
12,THtDZ6g9csA,насколько сложно полировать ногти,обычно
11896,fY2IeYSxY4U,почему скалолаз показывает скалолазание,фотография
3720,XqW8wjFpGRU,что происходит с человеком на видео перед танцем,очередь
15003,QhDPo3amF6o,какого цвета волосы у человека в темно-серой рубашке,черный
9232,p74gAY-kWaY,где снято видео,дом
1511,s07U8_fkUWU,что делает спортсмен,играть в волейбол
9885,-KWToNMY1Lc,"как выглядит его голова, когда овцу выпускают из железного ящика",с завязанными глазами
612,aVHmi3Kjr_Q,что делает человек на видео,украшение рождественской елки
14238,R3ffxWaI9QU,что делают люди на видео в синих жилетах,высокий прыжок
8674,6Eh7B3GnQWI,какая прическа у человека на видео,длинные волосы
5408,X_9NiZmR2tQ,что под ногами у человека в черном,суд
17888,Ww2_b9f6Kh0,что делает парень в цветочных штанах,дайвинг
18601,x03YF3JbWjs,какого цвета волосы у человека в белом жилете,черный
16408,KcSo4p-hhBs,"что случилось с человеком в синей куртке до того, как он подстриг кому-то волосы",подобрать гребень
1899,53tCYiyAyf0,что делает человек в черной одежде,дартс
10504,w8PqH7bltJQ,какие велосипеды в видео,горный велосипед
14675,bNwrAuu0qiQ,насколько безопасен бадминтон на видео,безопасность
16779,VE-zu8cdL44,"что произошло после того, как собака-инвалид немного погуляла",Прыгать
11559,Q0UzDeDra3U,почему мужчина в черных штанах меняет колесо,прокол шины
6437,yGO1YnMQNRI,насколько безопасен этот вид спорта на видео,вторичный
12638,2zwUExKXw9s,какое лицо у человека который снимает видео,Солнцезащитные Очки
16895,6tzQ5-VBgVU,"что случилось с человеком в черных шортах, когда он наконец сел",курение
12483,qtfFFPKya3Y,что находится перед человеком в синих наколенниках,доска
13513,a2vaM_aRHv4,насколько сложна практика тортов в видео,обычно
15132,dAdCETrsDQw,какого цвета галстук хозяина,розовый
14326,BO0vQ6ASVlo,что сзади у мужчины в черной одежде с короткими рукавами,дерево
14951,a2vaM_aRHv4,"какого цвета внешний слой торта после того, как он закончился",коричневый
4786,8NcRuVMSQLs,что делает женщина со светлыми волосами,высокий прыжок
16253,K9kVsnTQh-g,"что случилось с человеком в черном пальто до того, как он помыл посуду",подобрать посуду
3538,fgP3D3Gqn6U,"Что случилось с человеком в синем перед тем, как поймать корову",брошенная веревка
7627,vzxT-k8dsVs,какого пола человек в серых штанах,мужской
12871,wBhtt9x74TA,что над унитазом,полотенце
5251,MfFM_a26bR8,как сложно ездить на лошади,вторичный
6752,tqanHyXTFFw,какие отношения у людей на видео,друг
6120,dcARAWmvWSo,какая прическа у человека в красной одежде,короткий
5343,XDFJFhaG_p0,насколько сложная игра,трудность
4447,JviFZ5Cliug,что слева от беговой дорожки,плакат
18471,IgEc5mY9L44,какого цвета занавеска на видео,желтый
13951,g_T8qK7qTFI,чем занимается человек в полицейской форме,команда
12949,_n0cR3Oshxg,что скрывается за человеком в синем платье,стена
5095,BJWL_X79HRc,насколько сложная игра в мяч на видео,труднее
553,3WyJNIqDFQg,что делает человек на видео,сидеть на стуле
366,E0U3v4WLuEA,что он делает,руль
12390,9DVsv84awMg,что стоит за человеком в синей форме и красной шапке,надувной шар
3802,MFlYmFZ7xlo,что стоит за человеком в полосатой одежде,стиральная машина
1323,Y7yGeNl7POk,что делает человек в розовой одежде,играть в игру
18831,l7EktV5FYGk,насколько сложно грести,трудность
15370,jaaWdcA_COY,что носят женщины в бикини на ногах,сапоги
15852,_MYAaRrTeMQ,"что происходит, когда дерево раскалывается",падать
8704,SQs7o8LeU6A,какие штаны носит человек на видео,брюки
7389,rduaWxRvcw0,какого пола человек в фиолетовой одежде,женский
10563,StM48dIvK-M,где люди в желтой одежде тянут реку,баскетбольный зал
16433,SLPD1U5iDjY,"что случилось с человеком в синем купальнике до того, как он поднял мяч",приземистый
1533,CDWHstJThJA,что делает спортсмен,стрельба из лука
4506,JWb0-VdfZI4,что справа от человека в розовой одежде,автомобиль
16017,8kyg5u6o21k,"Что случилось с мужчиной в рубашке до того, как он начал кататься на скейтборде",шлем
13670,ER0UPx6-VcM,что перед связанной женщиной,стена
3374,ouqYXdtEuCI,какого цвета вода в бассейне на видео,синий
12889,yUC6HXP9S8A,каков фактор безопасности для этого действия в видео,вторичный
14933,VFOpGMVouVg,какого цвета ногти у блондина,красный
17623,sWEbq5Ry63Q,"что произошло до того, как человек на видео обнаружил велосипед",отрезать стальную проволоку
7827,X_9NiZmR2tQ,какого пола человек в черной одежде,мужской
5158,VcbMGRcN9Cc,насколько сложно играть в настольный футбол,обычно
14643,9zm9jW7_ANc,каков запас прочности при нарезке овощей,опасный
4865,9_wuEvN2OnQ,какого цвета одежда человека в солнечных очках,белый
7383,NmmFlMtvE68,какого пола человек в фиолетовой одежде,женский
17635,EFtxSXp1pck,"что случилось с человеком в белом до того, как он приготовил еду",объяснить детали
17193,VTtRk9vvZoY,"Что случилось с человеком на видео до того, как начался пожар",лосьон для рук
2561,n-i9nC6vxu0,какой цвет волос у человека в черной одежде,черный
7449,omuYi2Vhgjo,какого пола человек в белом халате,мужской
2480,Nf-7lKa387k,какого цвета одежда у человека в очках,черный
12176,nSsll1A6Gxw,"Что случилось с человеком в белом до того, как он начал играть на пианино одной рукой",игра на арфе
16104,fT7dpRY0DTo,что было до укладки,сглаживание
13088,x2FfKHiN_3s,какого цвета удочка,синий
15584,VpfLfFtu0d8,"что происходит после того, как хлеб закончился",поджаривать хлеб
3366,lue8XE3MEe8,какого цвета стена на видео,апельсин
407,cKHdMUfKsQ8,что делает человек на видео,побелка
18543,96kej9yK8To,какого цвета черные волосы у девушки,черный
3542,DJNmAoSQu6k,"что было до того, как люди в черном вещали",комбинация рук
4639,U_ZW0tTvf0k,что стоит за человеком в черном пальто,кровать
3040,Hujj6Q1Et3k,какого цвета одежда у человека на видео,белый
388,3w5xIOwFUXU,что делает человек в зеленой одежде,пить воду
13872,omuYi2Vhgjo,какие волосы у человека в белой рубашке,черный
8379,yGO1YnMQNRI,какая форма у диска,круговой
7486,zq621OgpFFk,какого пола человек в белой одежде,мужской
1227,v13d7g_uUXM,что делает человек в черной одежде на видео,гиревой спорт
9573,RztM-NVwV5o,почему человек в джинсах наносит моющее средство,Легко понять
5009,bFHpaULTwsE,какого цвета штаны у человека на видео,синий
9777,MEU83dUao4g,"какого пола человек, которого прибивают к языку",женский пол
16648,QT2l100KJe0,"что случилось с человеком в желтой куртке до того, как он метнул копье",подбежать
16730,Qs0hIRhHPVM,"что произошло после того, как человек в синих штанах двадцать три раза ударил его левой ногой",удар правой ногой
9628,FRzN9ApCxW8,почему мужчина на видео травит,слишком много сорняков
2162,Q6XjxUlbP2M,что делает человек в белом,играть в бампер машинку
12754,KxY2z_xDsO8,что такое левая сторона стола,стена
3210,uMCyo89mK_E,какого цвета штаны у человека в белой одежде,черный
18804,CZveW9zX0s8,как сложно придать собаке красоту шерсти,середина
15081,ul9kg5QdvJo,какого цвета рубашка у человека в красном жилете,белый
14501,hnwZmUR1FUw,"какие отношения между двумя людьми, играющими в видео",друг
9359,yqBRp0txs-c,где на видео,вечеринка
3643,JHFjlLtpIcU,"что произошло до того, как человек в черном прыгнул",подбежать
5433,VTFIAQVjHv8,что под ногами у человека в сером,кататься на коньках
11859,h-_dzZ3cCfc,почему они хорошо одеваются перед игрой,избегать травм
15250,3w5xIOwFUXU,что за чашка стоит на столе,бумажный стакан
16914,lSX_yj2ohls,"что произошло до того, как человек в синем бросил мяч",цель
4607,hyk4wNZwwxc,что стоит за человеком в красной одежде,стена
6780,2WvbAEMG5DU,какие отношения между двумя людьми на видео,Мать и сын
3474,U6KrVIJSeDo,"что произошло после того, как человек в синем потянул за веревку",педалирование
7567,GsNyn-6DDJM,какого пола человек в черной рубашке,мужской
11485,BlfFKVGQbi8,почему мужчина в белой одежде закрывает глаза,технология отображения
17051,I5YCAQXHoFw,"что случилось с человеком в черном до того, как он его покрасил",поднимите щетку
14879,f0rWFvJ7uTk,какого цвета пальто у мальчика перебежало,черный
10631,KDPa4AvVt0s,где люди в красном тренируют мяч,детская площадка
2359,5MpJCKOxRVs,какие инструменты используют люди в видео,гаечный ключ
13798,saMBbZcDAjM,что находится перед ножками стола для настольного тенниса,рюкзак
9922,q4M7SsGjFro,какой стиль у человека в зеленой юбке,длинные волосы
13722,ZXm8ed-ZHRs,что находится перед человеком в красном,бар
8930,bFgXdHQnTtQ,в какое время суток снимается видео,ночь
4349,2u1gdf_53C0,что на голове у человека на видео,воздушный фильтр
9551,LSCQ1yqocHg,почему человек на видео пользуется жидким мылом,чистый
6773,2RfasAe0-tA,какие отношения между двумя людьми на видео,супруг
8506,V6s9eMtUnME,что такое инструмент для распыления воды,окропление
11630,ZOeQh2-ci3M,почему мужчина в белой рубашке с короткими рукавами хочет вымыть руки,чистый
18104,r5oPTDuHhoE,что делает мужчина на видео в белом жилете и черном жилете,играть в хоккей
8626,mnS-nMZne3I,что под трамплином,бассейн
6672,8d7FyPzxzjg,что стоит за игроком,горный хребет
18122,LE05u6TR9MI,что делает игрок в черных очках,играть в волейбол
1249,Chj1_JbBc4A,что делает человек в синей одежде на видео,соревнование в реальной жизни
11033,8i2lkdpB2w0,почему в озере так много лодок,соревнования по гребле
4082,r9xmgB116dE,что перед человеком в красной одежде,дорога
5048,6sorAV7KJxA,какого цвета одежда стоящего человека,черный
2727,jCd-VeMUwRg,какого цвета волосы у человека в черной одежде,коричневый
732,gHYcZYkrxxQ,что делает человек на видео,лопата
11897,f0rWFvJ7uTk,почему мяч вылетает за пределы поля,пропущенный
889,4S09Z8HRtdo,что делает человек на видео,ограждение здания
18386,E-6XZrDYRuM,какого цвета ботинок,черный
4111,uMCyo89mK_E,что перед человеком в белой одежде,Рождественская елка
6114,hGUUlFxygmw,какая прическа у человека в розовой одежде,прямой
3331,---9CpRcKoU,какого цвета стол,синий
11407,CHaTWk6uqd8,почему мужчина в видео чинит велосипеды,обеспечить безопасность
10646,I4wkBjpwAAU,где два человека играют в игры в середине,детская площадка
1720,RP_PlV5Jzuc,что делает человек в коричневой одежде,убирать лошадь
11830,x0HMqVvqHJE,почему они хотят играть в хоккей,соответствовать
12377,5E42nKwv1xY,что стоит за девушкой в ​​форме 16-й команды,стена
4665,-rwKyNnz89s,что стоит за целью,стена
17917,tD-wp39rjnE,что игрок в синем делает на видео,метать копье
4641,sBx1HvNjs6s,что стоит за человеком в черном пальто,стена
9930,lVe-7FnfNz8,какой фасон штанов у человека в коричневом платье,короткий
8775,U7iNqQs1kRk,какие штаны носит человек в белой одежде,брюки
8274,6diEN8nUqsI,какого пола человек на видео,мужской
14345,agr3ZKq1Iso,какие отношения между детьми в синей машине,брат
18780,BFXSk5F0E_w,насколько сложный метод хулахуп в видео,простой
15756,ZeugCIqbsD4,"что происходит после того, как картошку почистили",положить в воду
15502,dDYQNtOtb-Q,что было после пьянки,играть в телефон
11596,hQXWnoipdFE,почему мужчина в оранжевой кепке делает дырки в камнях,исправить
17403,fZc3tkvUJe0,что случилось с человеком в белом халате до точилки,подготовка
9731,_AdJtwjeITM,какого пола старик в штанах цвета хаки,мужской
13651,RAQs7EkXLtE,что перед толстяком,аудитория
16959,omuYi2Vhgjo,"что случилось с человеком в белом халате до того, как он начал играть на пианино",чат
7957,cByxAZfw_hM,какого пола спортсмен в зеленой одежде,мужской
3361,p2RMXdo5avw,какого цвета стена,розовый
5945,w6P9JrTGRlE,что перед человеком на видео,стол
17803,YmAIoN4uuz0,что делает человек в водолазном костюме,дайвинг
8366,mvomkmq32vU,какая форма губки,квадрат
10726,tMheZSxPl3Q,где находится мебель на видео,дом
2665,0-kEI13BtcY,какого цвета мешок для мусора,зеленый
12963,QOlSCBRmfWY,что стоит за человеком в черных шортах,стена
9201,bUCMSDMB7MU,где место на видео,лужайка
6736,_eanWnL3FtM,"каковы отношения между двумя людьми, играющими в игру",противник
4789,Vckc3ZOollk,что делает женщина со светлыми волосами,лицензирование
11976,FWPJWq-uhUw,зачем прыжок в длину,смотреть аудиторию
18492,p9yq0kAqGU4,какого цвета одежда человека в соломенной шляпе,белый
14457,Eaq95CTpfZI,какая связь между зеленым человеком и темно-красным человеком,товарищ по команде
15721,6iBXtHrJ4gc,что происходит с пожилыми людьми на видео после введения овощей,обрезка кустарников
16935,jkWqhnD8hyQ,"что случилось с человеком в шляпе до того, как он взял краску",разобрать шкаф
6452,ExNd4o46kao,как называется игра,игра с толкающим диском
15160,4CRacVTadPQ,какого цвета плитка в туалете,белый
14621,8eGaK2mVEhY,насколько опасен прыжок с шестом,опасный
2719,ycBFz2RdgoY,какого цвета волосы у человека в черной одежде,черный
3685,cSfs5ht9sro,что случилось с человеком на видео перед катанием на лыжах,гулять пешком
606,VTtRk9vvZoY,что делает человек на видео,огонь
5171,4r0qYLCucEI,насколько сложна работа по настройке шины,середина
12440,L6BxxvCbwpQ,что висит на стене перед этим человеком,Часы
982,x0cSfzhQRAs,что делает человек в черном,иди по мягкой веревке
13935,Fe-DUewB8ok,что за человек в белой рубашке,тренер
8314,chLoV5zQxVA,какого пола человек в начале видео,мужской
5252,cWU5059m_1Q,как сложно прыгать через скакалку,обычно
11920,8VYre-lXqIo,почему эта беременная женщина играет в тайцзицюань?,учиться
12639,cErtrZrWhiQ,что надеть на лицо человека в черной куртке в начале,очки
16616,NTZ_mWvnHVY,"Что случилось с человеком в трико перед тем, как он отправился в плавание",мобильная парусная лодка
14292,5kIl4TspdR0,какого цвета человек на видео,черный
2626,NMBu3DIn1eg,какого цвета собака на видео,черный
9180,wAt_OsQe-qM,где место на видео,Спальня
636,AHXcJCpvkAQ,что делает человек на видео,бодибилдинг
16677,5ZmZr2bguy0,что происходит после поворота спортсмена,выбросить мяч
10396,HeMpg3SAUUs,какой расы человек в фиолетовом,черная раса
4139,nFhBmNJ9zN0,что перед человеком в белой одежде,лужайка
12152,SfYJTxMRKDE,что случилось с человеком в красных штанах после того как ковбой бросил мяч,бросать мяч
5493,v26OP6f29Qc,что перед человеком в футболке,стол
15058,M6i-5nzy5Bk,какого цвета одежда судьи на видео,зеленый
16980,ersl2OEJ-eI,"что произошло после того, как человек в желтом бросил дротик",бумеранг
1021,TfIGKODkpPY,что делает человек в синей одежде,воздушный змей
5814,nxs4o4S43oY,что перед человеком в черной одежде,зеркало
14321,7D5ItfgJFVw,какое начало видео,аккуратные волосы
17523,_LKFGLH8XxI,"что случилось с ребенком, играющим с игрушками в видео",улыбка
14172,QinlLV8QKBU,какое лицо у человека в черной одежде,макароны
9630,P4Z4sQNQtJM,почему человек на видео стоит прямо,конец тай-чи
10357,Kwhp0DNop9I,в какую погоду здесь ныряют люди в желтых туфлях,Солнечный
394,5deGCvJOGg0,что делает мужчина в очках,вьющийся
16022,IkXuooaGnCc,"Что случилось с человеком в синем до того, как он вымыл пол",подключение к воде
17909,YUN8d87DNNY,какие еще животные есть на видео кроме лошадей,курица
7689,ueDoskgg2yw,каков пол человека без одежды,мужской
11180,YCdPa5gJYmc,почему человек в черных штанах крутится,уменьшить сопротивление
10137,X4IE65LtDzQ,что под ногами у мужчины в красном платье,цементный пол
17500,Tp4g0ErB2oQ,"что произошло после того, как человек в синем обернулся",смотреть игру
17639,bXJMw4gLmGM,"что случилось с человеком в фартуке после того, как он выдавил жидкость",размазывание
3390,zWA4Fb4fVmE,какого цвета волосы у человека в желтой одежде,черный
2503,90LkAH4tZC4,какой цвет одежды носит светловолосый человек,черный
17737,gGg-kio0dmU,человек в черном купальнике мужчина или женщина,мужской
18231,OzjjQ4SZ8PY,какого цвета одежда мужчины на даме,черный
